title,combined
Disaster Playground,womandirector nellybenhayoun documentary
Addicted to Fresno,sistersisterrelationship cover-up womandirector judygreer aubreyplaza natashalyonne jamiebabbit comedy
Queen of Earth,independentfilm psychologicalthril elisabethmoss katherinewaterston patrickfugit alexrossperry drama mystery thriller
Blind Man,jacquesgamblin lambertwilson raphaëlleagogué xavierpalud thriller action
Deathgasm,newzealand colleg friendship milocawthorne kimberleycrossman samberkley jasonleihowden comedy horror
I Am Evel Knievel,matthewmcconaughey michellerodriguez kidrock derikmurray documentary
Therapy for a Vampire,tobiasmoretti jeanettehain corneliaivancan davidrühm comedy
Silent Heart,ghitanørby mortengrunwald paprikasteen billeaugust drama
Daughter of the Lake,nélidaayaychilón bibivandervelden máximaacuñadechaupe ernestocabellos documentary
Dresden,worldwarii assault dresden felicitaswoll johnlight benjaminsadler rolandsusorichter drama history
Grantham and Rose,womandirector jaket.austin marlagibbs tessathompson kristinhanggi comedy drama
Days of Hope,paulcopley pamelabrighton nikolassimmonds kenloach war drama tvmovie
Shoot First And Pray You Live,reveng johndoman jimgaffigan jeffhephner lancedoty adventure western action
Nice Guy,cavanclerkin abigailblackmore kiko-rayclerkin pascalbergamin drama crime
Childless,barbarahershey joemantegna dianevenora charlielevi
The Danish Girl,pari denmark copenhagen eddieredmayne aliciavikander matthiasschoenaerts tomhooper drama
The Man Whose Mind Exploded,gay tattoo autobiographi tonybanwell tobyamies documentary
Stag Night of the Dead,sophielovellanderson sebastianstreet joerainbow neiljones horror comedy
Area 51,foundfootag area51 reidwarner darrinbragg benrovner orenpeli horror thriller sciencefiction
Forbidden Area,charltonheston tabhunter dianalynn johnfrankenheimer drama
The Comedian,mickeyrooney kimhunter edmondo'brien johnfrankenheimer
Prototype,roberttossberg sebastianscandiuzzi katokaelin phillipj.roth sciencefiction drama fantasy
Latin Lover,womandirector virnalisi angelafinocchiaro valeriabrunitedeschi cristinacomencini drama comedy
Deaf Smith & Johnny Ears,spaghettiwestern franconero anthonyquinn pamelatiffin paolocavara western
L♡DK,livingtogeth highschool ayamegouriki kentoyamazaki akiyoshinakao taisukekawamura romance drama
Street Fighter Alpha - The Movie,videogam martialart streetfight kanekosugi kazuyaichijō yumitouma shigeyasuyamauchi action animation
Cooties,elementaryschool teacher zombi elijahwood alisonpill rainnwilson carymurnion action comedy horror
Forgotten Tune for the Flute,leonidfilatov tatyanadogileva irinakupchenko eldarryazanov drama romance comedy
Station for Two,lyudmilagurchenko nikitamikhalkov olegbasilashvili eldarryazanov drama romance comedy
A Summer to Remember,borisbarkhatov irinaskobtseva lyubovsokolova georgiydaneliya drama comedy family
Autumn Marathon,olegbasilashvili natalyagundareva marinaneyolova georgiydaneliya comedy drama
The Most Charming and Attractive,irinamuravyova tatyanavasileva aleksandrabdulov geraldbezhanov comedy romance
The Captivating Star of Happiness,olegstrizhenov alekseybatalov natalyabondarchuk vladimirmotyl drama romance history
12 Chairs,andreymironov anatolipapanov rolanbykov markzakharov adventure comedy
Ordinary Miracle,olegyankovskiy irinakupchenko evgenileonov markzakharov drama comedy romance
Old Men: Robbers,yuriynikulin evgeniyevstigneev olgaaroseva eldarryazanov comedy
Carnival Night,music lyudmilagurchenko yuribelov igorilyinsky eldarryazanov comedy
Old Hags,lyudmilagurchenko liyaakhedzhakova svetlanakryuchkova eldarryazanov drama comedy
Unbelievable Adventures of Italians in Russia,andreymironov antoniasantilli ninettodavoli francoprosperi comedy adventure
Girl without an Address,svetlanakarpinskaya nikolairybnikov erastgarin eldarryazanov comedy romance
For the Matches,evgenileonov vyacheslavnevinnyy georgiyvitsin ristoorko comedy
Sportloto-82,algisarlauskas svetlanaamanova mikhailpugovkin leonidgayday comedy
Running the Sahara,jamesmoll documentary
Steve Jobs: The Man in the Machine,technolog comput histori bobbelleville chrisannbrennan nolanbushnell alexgibney documentary
Inkubus,robertenglund williamforsythe jonathansilverman glennciano horror
Wasting Away,aftercreditssting matthewdavis colbyfrench juliannarobinson matthewkohnen comedy horror
Among Friends,bestfriend dinner womandirector christopherbackus jenniferblanc ajbowen danielleharris comedy horror
Ejecta,truth alien surviv julianrichings lisahoule adamseybold chadarchibald sciencefiction
"OMG, I'm a Robot!",yotamishay hiliyalon tzahigrad talgoldberg comedy sciencefiction
Broken Horses,maríavalverde vincentd'onofrio thomasjane vidhuvinodchopra thriller mystery drama
WTF,albanivanov rémigaillard francbruneau raphaëlfrydman comedy
Burnout,streetrac famili car andersbaasmochristiansen idahusøy svennordin hallvardbræin action comedy
Green Room,skinhead heroin music antonyelchin imogenpoots aliashawkat jeremysaulnier horror crime thriller
Last Embrace,spi obsess paranoia royscheider janetmargolin johnglover jonathandemme thriller mystery romance
The Adventures of Buratino,dmitriiosifov tatyanaprotsenko nikolaygrinko leonidnechayev family fantasy adventure
Freeway: Crack in the System,marclevin documentary
A Bunny's Tale,kirstiealley cottersmith deborahvanvalkenburgh 
A Diva's Christmas Carol,holiday vanessawilliams johntaylor brianmcnamara richardschenkman family comedy
The Dress,calam henrigarcin ingeborgelzevier khaldounelmecky alexvanwarmerdam comedy drama
Man Follows Birds,bird dzhanikfayziev diloromkambarova abduganisaidov alikhamrayev drama
Beasts of No Nation,africa basedonnovel childsoldi idriselba opeyemifagbohungbe abrahamattah caryfukunaga drama war
Earth's Golden Playground,andreashorvath documentary
The Magic of Heineken,freddyheineken charlenedecarvalho-heineken michelray  documentary
Psychopathia Sexualis,independentfilm kristicasey davidweber zoecooper bretwood drama romance
Limited Partnership,equal lawsuit lgbtright thomasg.miller documentary
Hell and Mr Fudge,fathersonrelationship 1970s alabama mackenzieastin kerilynnpratt johnwesleyshipp jeffwood drama
Pernicious,reveng dismember ghost ciarahanna emilyo'brien jackiemoore jamescullenbressack horror
Red Knot,honeymoon betray oliviathirlby vincentkartheiser billycampbell scottcohen drama
Dirty Weekend,sex hotel airport matthewbroderick aliceeve philburke neillabute drama comedy
The Activist,chadwickbrown tonantzincarmelo michaelspears cyrilmorin thriller
The Rise of the Krays,kevinleslie simoncotton phildunster zackaryadler crime
Dude Bro Party Massacre III,parti massacr fratern alecowen pattonoswalt paulprado tommjacobsen horror comedy
Underdog Kids,philliprhee mirellytaylor maxgail philliprhee family action
Glass Chin,boxer coreystoll billycrudup marinireland noahbuschel drama thriller
The Lady in the Van,basedonnovel biographi basedontruestori maggiesmith alexjennings francesdelatour nicholashytner comedy drama
He Named Me Malala,educ terror activist malalayousafzai ziauddinyousafzai toorpekaiyousafzai davisguggenheim documentary
Bloodsucking Bastards,vampir businessrivalri frankranz pedropascal joeykern brianjameso'connell comedy horror
KillerSaurus,dinosaur julianboote adamcollins stevendolton stevenlawson horror sciencefiction
Blood Moon,shaundooley georgeblagden annaskellern jeremywooding western horror
Pokémon the Movie: Kyurem vs. the Sword of Justice,jasongriffith ricamatsumoto vicmignogna kunihikoyuyama animation
Pokémon: Zoroark: Master of Illusions,pokémon sarahnatochenny ikueōtani emilybauer kunihikoyuyama adventure animation family
...ing,highschoolstud womandirector imsoo-jung kimrae-won kimin-mun leeeon-hee drama romance
Meru,himalaya climb india conradanker gracechin jimmychin elizabethchaivasarhelyi adventure documentary
Lost in the Stars,brockpeters raymondst.jacques melbamoore danielmann
6 Years,relationshipproblem relationship violenc taissafarmiga benrosenfield lindsayburdge hannahfidell romance drama
To Save A Life,christian independentfilm randywayne dejakreutzberg joshuaweigel brianbaugh drama
Pod,larryfessenden laurenashleycarter brianmorvant mickeykeating thriller horror mystery
Contracted: Phase II,infect sequel virus mattmercer mariannapalka morganpeterbrown joshforbes drama horror thriller
A Little Thing Called Love,mariomaurer pimchanokleuwisetpaiboon sudaratbutrprom puttipongpormsakana-sakonnakorn comedy romance
Lost After Dark,highschool wood gore alexandercalvert jessecamacho elsiegatien iankessner horror
For Elise,anaturpin onacasamiquela luisagavasa juanrafernandez horror mystery
White Settlers,scotland mask knife pollyannamcintosh leewilliams joannemitchell simeonhalligan mystery thriller horror
Xenia,kostasnikouli nikosgelia yannisstankoglou panosh.koutras drama
Pokémon the Movie: Hoopa and the Clash of Ages,pokémon ricamatsumoto ikueōtani mayukimakiguchi kunihikoyuyama adventure animation action
Felicidades,luismachín gastónpauls silke luchobender comedy foreign
Snowglobe,lorrainebracco christinamilian mattkeeslar ronlagomarsino family fantasy sciencefiction
Varsity Blood,slasher lexigiovagnoli wesleyscott debbierochon jakehelgren horror
Doomed,zombi drewrussell karaschaaf edwinvilla michaelsu horror
Mrs. Miracle,erinkarpluk jamesvanderbeek dorisroberts michaelscott comedy fantasy romance
A Little Bit Zombie,zombi stephenmchattie kristopherturner crystallowe caseywalker sciencefiction comedy horror
Santa Baby 2,sequel christma jennymccarthy deanmcdermott jessicaparkerkennedy ronunderwood comedy tvmovie
The Coed and the Zombie Stoner,nuditi nerd campus catherineannette jamienoel granto'connell glennmiller horror comedy
The Midwife,worldwarii midwif love kristakosonen lauritilkanen pirkka-pekkapetelius anttijokinen drama war romance
Lasting,jakubgierszał magdalenaberus ángelamolina jacekborcuch foreign drama romance
Saving Christmas,christianfilm christma kirkcameron darrendoane bridgettecameron darrendoane comedy family
The Possessed,peterbaldwin salvorandone valentinacortese luigibazzoni mystery crime drama
Pride and Vengeance,spaghettiwestern franconero tinaaumont klauskinski luigibazzoni action drama romance
"Young, Violent, Dangerous",sex sexualabus nuditi tomásmilián eleonoragiorgi stefanopatrizi romologuerrieri thriller crime drama
"10,000 Dollars for a Massacre",poker robberi bounti giannigarko claudiocamaso loredananusciak romologuerrieri western
Johnny Yuma,greed murder inherit markdamon lawrencedobkin rosalbaneri romologuerrieri action drama western
La sedia della felicità,itali smalltown valeriomastandrea isabellaragonese giuseppebattiston carlomazzacurati comedy
Zid,lovetriangl obsess vertigo mannarachopra karanvirsharma shraddhadas vivekagnihotri thriller romance
The Transporter Refueled,transport sequel suspens edskrein raystevenson loanchabanol camilledelamarre thriller action crime
Stan,biographi jimnorton trevorcooper loreleiking jonsen tvmovie documentary
Redemption,marenade donatellobrida jaimepereira miguelgomes history
The Inextinguishable Fire,vietnamwar warfar napalm harunfarocki documentary
Adrienn Pál,évagábor istvánznamenák ákoshorváth ágneskocsis drama
The Left Hand of the Law,leonardmann jamesmason enricomariasalerno giusepperosati crime
Too Much Johnson,slapstick silentfilm unfinishedfilm josephcotten virginianicholson arlenefrancis orsonwelles comedy
Picasso and Braque Go to the Movies,martinscorsese julianschnabel arneglimcher documentary
Iron Man & Hulk: Heroes United,marvelcom superhero basedoncom adrianpasdar fredtatasciore deebradleybaker ericradomski action adventure animation
The Grinch Grinches the Cat in the Hat,masonadams bobholt frankwelker billperez animation family
La Vérité si je Mens ! 3,richardanconina joségarcia nicolecalfan thomasgilou comedy
Would I Lie to You? 2,richardanconina joségarcia gadelmaleh thomasgilou comedy
Tiger Orange,gay lgbt markstrano frankievalenti johnnyhazzard wadegasque drama
Jenny's Wedding,womandirector katherineheigl tomwilkinson alexisbledel maryagnesdonoghue comedy drama
Bound to Vengeance,kidnap van reveng tinaivlev richardtyson biancamalinowski josémanuelcravioto thriller horror
Knock Knock,femalenud sex discjockey keanureeves lorenzaizzo anadearmas eliroth drama thriller
Perfect Proposal,casino intent love imsoo-jung yooyeon-seok leekyoung-young yoonjae-goo romance crime thriller
The Surface,suicid boat wisconsin seanastin mimirogers chrismulkey gilcatesjr. thriller drama
The Conquest of Everest,mountain mountain climb meredithedwards edmundhillary tenzingnorgay georgelowe documentary drama history
The Nightmare,kateangus forrestborie christopherbleuze-carolan rodneyascher horror documentary
Welcome to Leith,smalltown racist northdakota craigcobb christopherk.walker thriller crime documentary
In the Darkness of the Night,homicid dysfunctionalfamili familydrama beatrizbatarda ritablanco fernandoluís joãocanijo crime drama
Blood Thirst,philippin exsanguin robertwinston katherinehenryk yvonnenielson newtarnold horror
Unabomber: The True Story,deanstockwell roberthays tobinbell jonpurdy tvmovie crime drama
"Rabbit, Run",ontherun lovelessmarriag jamescaan carriesnodgress anjanettecomer jacksmight drama
Age of Cannibals,devidstriesow sebastianblomberg katharinaschüttler johannesnaber drama
Man Down,dream post-apocalypt illus shialabeouf jaicourtney garyoldman ditomontiel drama thriller
The Blue Planet,naturedocumentari wildsea davidattenborough alastairfothergill documentary
Banksy Does New York,newyork graffiti chao chrismoukarbel documentary
Convict's Code,bmovi wrongfulconvict robertkent annenagel sidneyblackmer lamberthillyer crime drama
"Something, Anything",spiritualquest ashleyshelton brycejohnson lindsedwards paulharrill romance drama
